Country,Concept,LocalTerm,table_index,table_heading
España,Estudiante que realiza prácticas profesionales Becario,"practicante, pasante, becario",12,Personas y oficios (10)
Guatemala,Estudiante que realiza prácticas profesionales Becario,practicante,12,Personas y oficios (10)
México,Estudiante que realiza prácticas profesionales Becario,"practicante, pasante, becario",12,Personas y oficios (10)
Puerto Rico,Estudiante que realiza prácticas profesionales Becario,practicante,12,Personas y oficios (10)
España,Persona que tiene por oficio recoger las basuras y llevarlas a vertederos o basureros Basurero,"barrendero, basurero",13,Personas y oficios (11)
Guatemala,Persona que tiene por oficio recoger las basuras y llevarlas a vertederos o basureros Basurero,"basurero, recogedor de basura",13,Personas y oficios (11)
México,Persona que tiene por oficio recoger las basuras y llevarlas a vertederos o basureros Basurero,"basurero, recolector",13,Personas y oficios (11)
Puerto Rico,Persona que tiene por oficio recoger las basuras y llevarlas a vertederos o basureros Basurero,basurero,13,Personas y oficios (11)
España,Persona que por oficio limpia cristales Unnamed: 2_level_1,limpiacristales,13,Personas y oficios (11)
Guatemala,Persona que por oficio limpia cristales Unnamed: 2_level_1,limpiavidrios,13,Personas y oficios (11)
México,Persona que por oficio limpia cristales Unnamed: 2_level_1,"limpiavidrios, limpiacristales",13,Personas y oficios (11)
Puerto Rico,Persona que por oficio limpia cristales Unnamed: 2_level_1,limpiacristales,13,Personas y oficios (11)
España,Pequeño impreso de papel que se pega a una carta para franquearla Sello postal,"estampilla, sello​",14,Utensilios y objetos cotidianos (1)
Guatemala,Pequeño impreso de papel que se pega a una carta para franquearla Sello postal,"estampilla, sello",14,Utensilios y objetos cotidianos (1)
México,Pequeño impreso de papel que se pega a una carta para franquearla Sello postal,"timbre,​ estampilla, sello, timbre postal",14,Utensilios y objetos cotidianos (1)
Puerto Rico,Pequeño impreso de papel que se pega a una carta para franquearla Sello postal,sello,14,Utensilios y objetos cotidianos (1)
España,Palito que permite prender fuego friccionando su extremo Fósforo (utensilio),"cerilla, mixto, fósforo",14,Utensilios y objetos cotidianos (1)
Guatemala,Palito que permite prender fuego friccionando su extremo Fósforo (utensilio),fósforo,14,Utensilios y objetos cotidianos (1)
México,Palito que permite prender fuego friccionando su extremo Fósforo (utensilio),"cerillo, fósforo",14,Utensilios y objetos cotidianos (1)
Puerto Rico,Palito que permite prender fuego friccionando su extremo Fósforo (utensilio),fósforo,14,Utensilios y objetos cotidianos (1)
España,Cuadernillo que contiene cheques Cheque,talonario de cheques​,14,Utensilios y objetos cotidianos (1)
Guatemala,Cuadernillo que contiene cheques Cheque,chequera,14,Utensilios y objetos cotidianos (1)
México,Cuadernillo que contiene cheques Cheque,chequera​,14,Utensilios y objetos cotidianos (1)
Puerto Rico,Cuadernillo que contiene cheques Cheque,chequera,14,Utensilios y objetos cotidianos (1)
España,Utensilio para encender una materia combustible provisto de una mecha y una ruedecilla dentada que hace saltar chispas de una piedrecilla Encendedor,"mechero, encendedor, yesquero (poco usado)",14,Utensilios y objetos cotidianos (1)
Guatemala,Utensilio para encender una materia combustible provisto de una mecha y una ruedecilla dentada que hace saltar chispas de una piedrecilla Encendedor,encendedor,14,Utensilios y objetos cotidianos (1)
México,Utensilio para encender una materia combustible provisto de una mecha y una ruedecilla dentada que hace saltar chispas de una piedrecilla Encendedor,"encendedor, mechero",14,Utensilios y objetos cotidianos (1)
Puerto Rico,Utensilio para encender una materia combustible provisto de una mecha y una ruedecilla dentada que hace saltar chispas de una piedrecilla Encendedor,"encendedor, lighter",14,Utensilios y objetos cotidianos (1)
España,Dos vidrios oscuros unidos que se apoyan en la nariz y en las orejas y que sirven para protegerse del sol Anteojos de sol,gafas de sol​,15,Utensilios y objetos cotidianos (2)
Guatemala,Dos vidrios oscuros unidos que se apoyan en la nariz y en las orejas y que sirven para protegerse del sol Anteojos de sol,lentes de sol,15,Utensilios y objetos cotidianos (2)
México,Dos vidrios oscuros unidos que se apoyan en la nariz y en las orejas y que sirven para protegerse del sol Anteojos de sol,"lentes de sol,​ lentes oscuros​",15,Utensilios y objetos cotidianos (2)
Puerto Rico,Dos vidrios oscuros unidos que se apoyan en la nariz y en las orejas y que sirven para protegerse del sol Anteojos de sol,gafas,15,Utensilios y objetos cotidianos (2)
España,Gafas o anteojos que se usan como protección para andar en moto o bañarse en un piscina o en el mar Unnamed: 2_level_1,gafas de/para piscina/natación,15,Utensilios y objetos cotidianos (2)
Guatemala,Gafas o anteojos que se usan como protección para andar en moto o bañarse en un piscina o en el mar Unnamed: 2_level_1,(los) lentes de natación,15,Utensilios y objetos cotidianos (2)
México,Gafas o anteojos que se usan como protección para andar en moto o bañarse en un piscina o en el mar Unnamed: 2_level_1,"(los) goggles, gogleras, visor",15,Utensilios y objetos cotidianos (2)
Puerto Rico,Gafas o anteojos que se usan como protección para andar en moto o bañarse en un piscina o en el mar Unnamed: 2_level_1,"goggles, gafas de buceo",15,Utensilios y objetos cotidianos (2)
España,Instrumento para medir pesos Balanza,"báscula, balanza",15,Utensilios y objetos cotidianos (2)
Guatemala,Instrumento para medir pesos Balanza,pesa,15,Utensilios y objetos cotidianos (2)
México,Instrumento para medir pesos Balanza,"báscula, pesa, balanza",15,Utensilios y objetos cotidianos (2)
Puerto Rico,Instrumento para medir pesos Balanza,"pesa, peso, balanza,",15,Utensilios y objetos cotidianos (2)
España,"Variedad muy pequeña (cerca de 1 mm²) de pedazos de plásticos copolimerizados, hojas de aluminio, dióxido de titanio, óxidos de hierro, oxicloreto de bismuto u otros materiales pintados con colores metálicos, de neón y colores iridiscentes para reflejar la luz en un espectro de espumantes Escarcha (cosmético)",purpurina,15,Utensilios y objetos cotidianos (2)
Guatemala,"Variedad muy pequeña (cerca de 1 mm²) de pedazos de plásticos copolimerizados, hojas de aluminio, dióxido de titanio, óxidos de hierro, oxicloreto de bismuto u otros materiales pintados con colores metálicos, de neón y colores iridiscentes para reflejar la luz en un espectro de espumantes Escarcha (cosmético)",brillantina,15,Utensilios y objetos cotidianos (2)
México,"Variedad muy pequeña (cerca de 1 mm²) de pedazos de plásticos copolimerizados, hojas de aluminio, dióxido de titanio, óxidos de hierro, oxicloreto de bismuto u otros materiales pintados con colores metálicos, de neón y colores iridiscentes para reflejar la luz en un espectro de espumantes Escarcha (cosmético)","brillantina, purpurina, escarcha, diamantina, (el) glitter",15,Utensilios y objetos cotidianos (2)
Puerto Rico,"Variedad muy pequeña (cerca de 1 mm²) de pedazos de plásticos copolimerizados, hojas de aluminio, dióxido de titanio, óxidos de hierro, oxicloreto de bismuto u otros materiales pintados con colores metálicos, de neón y colores iridiscentes para reflejar la luz en un espectro de espumantes Escarcha (cosmético)","escarcha, (el) glitter, brillito",15,Utensilios y objetos cotidianos (2)
España,Pieza de arcilla terrosa blanca (o de colores) para escribir en los encerados Tiza,tiza​,16,Utensilios y objetos cotidianos (3)
Guatemala,Pieza de arcilla terrosa blanca (o de colores) para escribir en los encerados Tiza,yeso,16,Utensilios y objetos cotidianos (3)
México,Pieza de arcilla terrosa blanca (o de colores) para escribir en los encerados Tiza,"(el) gis, tiza​",16,Utensilios y objetos cotidianos (3)
Puerto Rico,Pieza de arcilla terrosa blanca (o de colores) para escribir en los encerados Tiza,tiza,16,Utensilios y objetos cotidianos (3)
España,Prenda tupida de lana o algodón para abrigarse en la cama Frazada,manta​,16,Utensilios y objetos cotidianos (3)
Guatemala,Prenda tupida de lana o algodón para abrigarse en la cama Frazada,"colcha, chamarra, cobija",16,Utensilios y objetos cotidianos (3)
México,Prenda tupida de lana o algodón para abrigarse en la cama Frazada,"cobija,​ cobertor,​ frazada, sarape,​ tilma,​ edredón, colcha",16,Utensilios y objetos cotidianos (3)
Puerto Rico,Prenda tupida de lana o algodón para abrigarse en la cama Frazada,"frisa, manta, colcha, sabana",16,Utensilios y objetos cotidianos (3)
España,Recipiente con ranura para guardar dinero Alcancía (recipiente),"hucha,​ alcancía (Andalucía)",16,Utensilios y objetos cotidianos (3)
Guatemala,Recipiente con ranura para guardar dinero Alcancía (recipiente),alcancía,16,Utensilios y objetos cotidianos (3)
México,Recipiente con ranura para guardar dinero Alcancía (recipiente),"alcancía,​ cochinito​",16,Utensilios y objetos cotidianos (3)
Puerto Rico,Recipiente con ranura para guardar dinero Alcancía (recipiente),alcancía,16,Utensilios y objetos cotidianos (3)
España,"Recipiente de forma de cono truncado, para transportar agua Cubo (recipiente)","cubo, balde, pozal, cubeta (Andalucía)",16,Utensilios y objetos cotidianos (3)
Guatemala,"Recipiente de forma de cono truncado, para transportar agua Cubo (recipiente)","cubeta, balde",16,Utensilios y objetos cotidianos (3)
México,"Recipiente de forma de cono truncado, para transportar agua Cubo (recipiente)","cubeta, balde, tina",16,Utensilios y objetos cotidianos (3)
Puerto Rico,"Recipiente de forma de cono truncado, para transportar agua Cubo (recipiente)","balde, cubo",16,Utensilios y objetos cotidianos (3)
España,Recipiente grande en forma de bolsa para transporte en gran cantidad Saco (recipiente),"saco, talega (Andalucía)",17,Utensilios y objetos cotidianos (4)
Guatemala,Recipiente grande en forma de bolsa para transporte en gran cantidad Saco (recipiente),"saco, costal",17,Utensilios y objetos cotidianos (4)
México,Recipiente grande en forma de bolsa para transporte en gran cantidad Saco (recipiente),costal,17,Utensilios y objetos cotidianos (4)
Puerto Rico,Recipiente grande en forma de bolsa para transporte en gran cantidad Saco (recipiente),"saco, bolsa",17,Utensilios y objetos cotidianos (4)
España,"Pieza plana para cargar tazas, platos y demás Bandeja",bandeja,17,Utensilios y objetos cotidianos (4)
Guatemala,"Pieza plana para cargar tazas, platos y demás Bandeja","bandeja, azafate",17,Utensilios y objetos cotidianos (4)
México,"Pieza plana para cargar tazas, platos y demás Bandeja","charola,​ bandeja",17,Utensilios y objetos cotidianos (4)
Puerto Rico,"Pieza plana para cargar tazas, platos y demás Bandeja",bandeja,17,Utensilios y objetos cotidianos (4)
España,Cajita de papel o cartón para cigarrillos (generalmente 20) Unnamed: 3_level_1,"paquete, cajetilla, cajeta",17,Utensilios y objetos cotidianos (4)
Guatemala,Cajita de papel o cartón para cigarrillos (generalmente 20) Unnamed: 3_level_1,cajetilla,17,Utensilios y objetos cotidianos (4)
México,Cajita de papel o cartón para cigarrillos (generalmente 20) Unnamed: 3_level_1,cajetilla,17,Utensilios y objetos cotidianos (4)
Puerto Rico,Cajita de papel o cartón para cigarrillos (generalmente 20) Unnamed: 3_level_1,cajetilla,17,Utensilios y objetos cotidianos (4)
España,Cierre con 2 tiras de tela que llevan dientes que se traban y destraban Cremallera (indumentaria),cremallera​,17,Utensilios y objetos cotidianos (4)
Guatemala,Cierre con 2 tiras de tela que llevan dientes que se traban y destraban Cremallera (indumentaria),"cierre, cremallera, zíper",17,Utensilios y objetos cotidianos (4)
México,Cierre con 2 tiras de tela que llevan dientes que se traban y destraban Cremallera (indumentaria),"cierre,​ zíper​ cremellera",17,Utensilios y objetos cotidianos (4)
Puerto Rico,Cierre con 2 tiras de tela que llevan dientes que se traban y destraban Cremallera (indumentaria),zíper,17,Utensilios y objetos cotidianos (4)
España,Herramienta larga para azotar Látigo,"látigo, fusta",18,Utensilios y objetos cotidianos (5)
